CTE, steer_value
0.0446,-0.0524126
0.0239,-0.0154806
0.0279,-0.0785552
0.0321,-0.0798035
0.0382,-0.0856778
0.0414,-0.0789274
0.0418,-0.0719413
0.0404,-0.0671658
0.0386,-0.0658549
0.0329,-0.0550245
0.0291,-0.0591691
0.0196,-0.0431264
0.014,-0.052002
0.0012,-0.0315901
-0.006,-0.0444724
-0.0216,-0.0205344
-0.0301,-0.0369694
-0.0389,-0.034664
-0.0576,-0.00638571
-0.0676,-0.0265863
-0.0887,0.00515102
-0.0571,-0.133408
0.0387,-0.312234
0.0673,-0.147564
0.1172,-0.210089
0.1395,-0.144335
0.16,-0.14342
0.197,-0.191602
0.2134,-0.142519
0.228,-0.140598
0.2528,-0.170763
0.263,-0.135766
0.2715,-0.133048
0.2839,-0.145154
0.2879,-0.124739
0.2903,-0.121216
0.2907,-0.116334
0.2888,-0.110293
0.2854,-0.106009
0.2746,-0.0855332
0.2672,-0.0929181
0.2586,-0.0884758
0.2378,-0.0541237
0.2256,-0.0737874
0.2124,-0.0690321
0.1831,-0.0233317
0.1669,-0.0536404
0.1501,-0.0492462
0.1141,0.00547355
0.095,-0.0339001
0.0754,-0.0292448
0.0554,-0.0247656
0.0136,0.0375647
-0.0079,-0.00994049
-0.0295,-0.00591097
-0.0734,0.0580775
-0.0957,0.00745903
-0.1177,0.0105782
-0.1398,0.0147322
-0.1838,0.0777655
-0.2058,0.0261219
-0.2271,0.028146
-0.2691,0.0878294
-0.2897,0.037485
-0.3094,0.0387529
-0.3263,0.0347407
-0.3458,0.0448235
-0.3447,-0.00726674
-0.3372,-0.0246206
-0.3254,-0.037426
-0.3015,-0.0720446
-0.2894,-0.0442619
-0.2777,-0.0451984
-0.2544,-0.0784659
-0.243,-0.0503243
-0.2319,-0.0514242
-0.221,-0.0527454
-0.1999,-0.0821126
-0.1897,-0.0563047
-0.1801,-0.056403
-0.1616,-0.0820473
-0.153,-0.0584978
-0.1448,-0.0588689
-0.1371,-0.0589029
-0.1228,-0.0780203
-0.1163,-0.0594195
-0.1104,-0.0588961
-0.105,-0.0585399
-0.0955,-0.0705168
-0.0915,-0.057296
-0.088,-0.0566141
-0.0826,-0.0623254
-0.0806,-0.0540619
-0.0792,-0.0527643
-0.0782,-0.0519022
-0.0778,-0.0504307
-0.0783,-0.0480445
-0.0793,-0.0465807
-0.0807,-0.0452993
-0.0826,-0.0436775
-0.087,-0.0365682
-0.09,-0.0395495
-0.1191,0.0314683
-0.0477,-0.23473
-0.0256,-0.114093
-0.0061,-0.110927
0.0126,-0.112173
0.0303,-0.112745
0.0629,-0.156074
0.0777,-0.113736
0.0912,-0.112839
0.1035,-0.111989
0.1249,-0.138741
0.1339,-0.109046
0.1416,-0.107154
0.1481,-0.105308
0.1578,-0.115133
0.161,-0.0993332
0.1629,-0.0964372
